case_id,sample_role,frame,spell_id,spell_name,player_x,player_y,power,action,mask,issued_action_after_hit_detection,active_bullets,active_lasers,pipeline_clearance,minimum_pipeline_clearance_240f,minimum_corridor_slack_240f,nearest_bullet_clearance,nearest_laser_clearance,primary_cause_class,planner_failure_class,usable_pipeline_warning_lead_frames,usable_robust_warning_lead_frames,usable_viability_warning_lead_frames,viability_kernel_exhausted_at_frame,contributing_factors,bomb_input_verified_absent
LUN-S5-F1941-T1,canonical_fresh_attempt_causal_sample,1941,,,376.0,422.5506591796875,128.0,stay,5,stay+deadline_hold,734,0,5.00197172164917,-0.25712889432907104,,5.201971428095537,,sensor_gap_or_unmodeled_hazard,robust_action_set_exhausted_before_hit,0,39,0,,playfield_boundary;action_lag_over_model,True
LUN-S5-F2269-T1,post_respawn_discovery_sample,2269,,,375.04730224609375,146.6189727783203,126.0,down,37,down_fast,405,0,-0.24791260063648224,-0.749743640422821,,-1.6474151611328125,,observed_bullet_overlap,late_collision_after_positive_causal_margin,0,0,0,,playfield_boundary;action_lag_over_model,True
LUN-S5-F2581-T1,post_respawn_discovery_sample,2581,,,160.88726806640625,291.212646484375,111.0,up_fast,17,up_fast+deadline_hold,238,0,-2.720660448074341,-12.643417358398438,,0.074615478515625,,modeled_committed_prefix_collision,missing_pre_hit_alive_decision,0,0,0,,action_lag_over_model;fast_mode,True
LUN-S5-F3721-T1,post_respawn_discovery_sample,3721,,,175.8870849609375,432.0,111.0,left_fast,65,left_fast,797,0,-0.12733764946460724,-2.0550894737243652,,-1.70867919921875,,observed_bullet_overlap,robust_action_set_exhausted_before_hit,3,9,0,,playfield_boundary;fast_mode,True
LUN-S5-F4477-T1,post_respawn_discovery_sample,4477,,,247.1092529296875,402.725830078125,95.0,up_left,85,up_left+deadline_hold,293,0,-0.8497670888900757,-0.8497670888900757,,4.1791229248046875,,modeled_committed_prefix_collision,late_collision_after_positive_causal_margin,0,0,0,,action_lag_over_model,True
LUN-S5-F11372-T1,post_respawn_discovery_sample,11372,,,352.5240478515625,423.51470947265625,79.0,up_fast,17,up_left_fast,910,0,-2.4478507041931152,-2.4478507041931152,,2.674560546875,,modeled_committed_prefix_collision,robust_action_set_exhausted_before_hit,4,14,0,,fast_mode,True
LUN-S5-F12591-T1,post_respawn_discovery_sample,12591,,,8.0,135.3419189453125,63.0,right_fast,129,up_right_fast,296,0,-3.638293504714966,-3.638293504714966,,-1.086343765258789,,observed_bullet_overlap,robust_action_set_exhausted_before_hit,2,30,0,,playfield_boundary;fast_mode,True
LUN-S5-F13209-T1,post_respawn_discovery_sample,13209,,,8.0,359.27191162109375,47.0,down_right_fast,161,down_fast,97,0,-2.593066453933716,-2.593066453933716,,0.5997209548950195,,modeled_committed_prefix_collision,robust_action_set_exhausted_before_hit,0,12,0,,playfield_boundary;fast_mode,True
LUN-S5-F13553-T1,post_respawn_discovery_sample,13553,,,160.88726806640625,323.34808349609375,32.0,up_left_fast,81,up_left_fast+deadline_hold,372,0,-11.4844970703125,-28.688720703125,,-4.05743408203125,,observed_bullet_overlap,robust_action_set_exhausted_before_hit,12,12,0,,action_lag_over_model;fast_mode,True
LUN-S5-F13881-T1,post_respawn_discovery_sample,13881,,,295.9748229980469,417.5042724609375,17.0,up_right_fast,145,up_right_fast+deadline_hold,239,0,12.87362003326416,12.87362003326416,,15.22442626953125,,sensor_gap_or_unmodeled_hazard,unresolved_planner_failure,0,0,0,,action_lag_over_model;fast_mode,True
LUN-S5-F14469-T1,post_respawn_discovery_sample,14469,,,62.37348175048828,412.15869140625,2.0,stay,5,stay+deadline_hold,519,0,6.267587184906006,3.081242084503174,,8.558395385742188,,sensor_gap_or_unmodeled_hazard,unresolved_planner_failure,0,0,0,,action_lag_over_model,True
LUN-S5-F30439-T1,post_respawn_discovery_sample,30439,107,狂視「狂視調律(イリュージョンシーカー)」,235.6844024658203,397.8424072265625,21.0,right,133,stay,1019,0,-3.317700147628784,-9.283260345458984,,-2.0677032470703125,,observed_bullet_overlap,global_viability_kernel_exhausted_before_hit,9,22,240,30199,pool_density_over_1000,True
LUN-S5-F34979-T1,post_respawn_discovery_sample,34979,,,44.02726745605469,432.0,6.0,up_right_fast,145,up_fast,388,0,-3.144213914871216,-3.144213914871216,,-0.186004638671875,,observed_bullet_overlap,robust_action_set_exhausted_before_hit,2,7,0,,playfield_boundary;fast_mode,True
LUN-S5-F36545-T1,post_respawn_discovery_sample,36545,,,8.0,425.10003662109375,1.0,up_right_fast,145,up_fast,475,0,-2.850290536880493,-2.850290536880493,,0.3036165237426758,,modeled_committed_prefix_collision,robust_action_set_exhausted_before_hit,2,8,0,,playfield_boundary;fast_mode,True
LUN-S5-F38585-T1,post_respawn_discovery_sample,38585,111,懶惰「生神停止(マインドストッパー)」,221.2535400390625,194.53099060058594,9.0,right,133,up_right,333,0,-2.0030574798583984,-3.2812957763671875,-0.3595683137303709,0.40704345703125,,modeled_committed_prefix_collision,global_viability_kernel_exhausted_before_hit,4,17,152,38433,corridor_deadline_miss,True
LUN-S5-F42074-T1,post_respawn_discovery_sample,42074,115,散符「真実の月(インビジブルフルムーン)」,373.17156982421875,429.17156982421875,12.0,up_left_fast,81,up_right_fast,1156,0,-1.4384644031524658,-1.4384644031524658,,1.1873779296875,,modeled_committed_prefix_collision,global_viability_kernel_exhausted_before_hit,0,3,48,42026,playfield_boundary;pool_density_over_1000;fast_mode,True
