case_id,sample_role,frame,spell_id,spell_name,player_x,player_y,power,action,mask,issued_action_after_hit_detection,active_bullets,active_lasers,pipeline_clearance,minimum_pipeline_clearance_240f,minimum_corridor_slack_240f,nearest_bullet_clearance,nearest_laser_clearance,primary_cause_class,planner_failure_class,usable_pipeline_warning_lead_frames,usable_robust_warning_lead_frames,usable_viability_warning_lead_frames,viability_kernel_exhausted_at_frame,contributing_factors,bomb_input_verified_absent
LUN-S5-F4027-T1,canonical_fresh_attempt_causal_sample,4027,,,8.0,415.60894775390625,128.0,down_right_fast,161,right_fast,715,0,-1.4588806629180908,-1.4588806629180908,,1.7144126892089844,,modeled_committed_prefix_collision,global_viability_kernel_exhausted_before_hit,0,6,239,3788,playfield_boundary;fast_mode,True
LUN-S5-F10523-T1,post_respawn_discovery_sample,10523,,,22.227981567382812,412.0,117.0,up,21,right_fast,893,0,-16.448287963867188,-16.448287963867188,8.772030350345265,13.82487823220294,,modeled_committed_prefix_collision,global_viability_kernel_exhausted_before_hit,0,0,157,10366,,True
LUN-S5-F11024-T1,post_respawn_discovery_sample,11024,,,281.3768005371094,388.0,102.0,up_fast,17,stay,892,0,-1.3791382312774658,-21.354827880859375,9.13055270910263,-0.693572998046875,,observed_bullet_overlap,global_viability_kernel_exhausted_before_hit,33,39,112,10912,fast_mode,True
LUN-S5-F12524-T1,post_respawn_discovery_sample,12524,,,8.0,432.0,88.0,up_fast,17,up_fast,256,0,-2.5497305393218994,-2.5497305393218994,2.8650736174555966,2.258270263671875,,modeled_committed_prefix_collision,global_viability_kernel_exhausted_before_hit,0,4,137,12387,playfield_boundary;fast_mode,True
LUN-S5-F12943-T1,post_respawn_discovery_sample,12943,,,8.0,431.9923095703125,73.0,down_right_fast,161,right_fast,121,0,-2.172839403152466,-2.172839403152466,-16.97222900390625,0.6883344650268555,,modeled_committed_prefix_collision,global_viability_kernel_exhausted_before_hit,0,3,43,12900,playfield_boundary;corridor_deadline_miss;fast_mode,True
LUN-S5-F13833-T1,post_respawn_discovery_sample,13833,,,376.0,417.0220947265625,59.0,down_right_fast,161,down_right,450,0,0.14490966498851776,-1.302068829536438,,-1.019195556640625,,observed_bullet_overlap,global_viability_kernel_exhausted_before_hit,2,9,226,13607,playfield_boundary;fast_mode,True
LUN-S5-F14407-T1,post_respawn_discovery_sample,14407,,,376.0,424.0,46.0,up_fast,17,up_fast,488,0,-2.399127244949341,-2.399127244949341,,-1.420379638671875,,observed_bullet_overlap,global_viability_kernel_exhausted_before_hit,3,5,239,14168,playfield_boundary;fast_mode,True
LUN-S5-F22898-T1,post_respawn_discovery_sample,22898,103,幻波「赤眼催眠(マインドブローイング)」,134.41091918945312,432.0,51.0,right_fast,129,stay,973,0,-1.2539246082305908,-1.4993535280227661,,1.1660308837890625,,modeled_committed_prefix_collision,global_viability_kernel_exhausted_before_hit,0,7,238,22660,playfield_boundary;fast_mode,True
LUN-S5-F23551-T1,post_respawn_discovery_sample,23551,103,幻波「赤眼催眠(マインドブローイング)」,376.0,432.0,37.0,up_left_fast,81,up_fast,853,0,-3.629626512527466,-3.629626512527466,10.907974243164062,0.369415283203125,,modeled_committed_prefix_collision,global_viability_kernel_exhausted_before_hit,3,6,147,23404,playfield_boundary;fast_mode,True
LUN-S5-F24208-T1,post_respawn_discovery_sample,24208,103,幻波「赤眼催眠(マインドブローイング)」,8.0,424.0,21.0,up_fast,17,up_right_fast,860,0,2.448254346847534,-2.0456600189208984,6.556262023619258,-1.055755615234375,,observed_bullet_overlap,global_viability_kernel_exhausted_before_hit,3,6,144,24064,playfield_boundary;fast_mode,True
