case_id,sample_role,frame,spell_id,spell_name,player_x,player_y,power,action,mask,issued_action_after_hit_detection,active_bullets,active_lasers,pipeline_clearance,minimum_pipeline_clearance_240f,minimum_corridor_slack_240f,nearest_bullet_clearance,nearest_laser_clearance,primary_cause_class,planner_failure_class,usable_pipeline_warning_lead_frames,usable_robust_warning_lead_frames,usable_viability_warning_lead_frames,viability_kernel_exhausted_at_frame,contributing_factors,bomb_input_verified_absent
LUN-S7-F8085-T1,canonical_fresh_attempt_causal_sample,8085,,,376.0,418.92449951171875,128.0,up_right,149,stay,403,0,-1.0895874500274658,-3.7930965423583984,,-3.30218505859375,,observed_bullet_overlap,global_viability_kernel_exhausted_before_hit,3,10,49,8036,playfield_boundary,True
LUN-S7-F8710-T1,post_respawn_discovery_sample,8710,,,20.0,432.0,112.0,up_fast,17,down_right,654,0,0.5899602770805359,-3.452237606048584,5.940876007080078,-3.105825424194336,,observed_bullet_overlap,global_viability_kernel_exhausted_before_hit,3,8,204,8506,playfield_boundary;fast_mode,True
LUN-S7-F11666-T1,post_respawn_discovery_sample,11666,150,薬符「壺中の大銀河」,296.045166015625,420.686279296875,97.0,right_fast,129,down_right_fast,558,0,-1.3795349597930908,-3.1668753623962402,7.2583805892039805,-2.820465087890625,,observed_bullet_overlap,global_viability_kernel_exhausted_before_hit,7,19,81,11585,fast_mode,True
LUN-S7-F12540-T1,post_respawn_discovery_sample,12540,150,薬符「壺中の大銀河」,371.1209716796875,419.1209716796875,91.0,stay,5,stay,338,0,-19.447540283203125,-22.568572998046875,,-1.06158447265625,,observed_bullet_overlap,global_viability_kernel_exhausted_before_hit,56,73,239,12301,,True
LUN-S7-F18463-T1,post_respawn_discovery_sample,18463,,,376.0,427.1209716796875,82.0,up_left,85,up_left,1146,0,-0.13156640529632568,-2.300860643386841,5.5380200543255,-1.473175048828125,,observed_bullet_overlap,global_viability_kernel_exhausted_before_hit,3,7,98,18365,playfield_boundary;pool_density_over_1000,True
LUN-S7-F19198-T1,post_respawn_discovery_sample,19198,,,19.76763153076172,432.0,74.0,right_fast,129,up_right_fast,1140,0,-2.046435594558716,-2.2464051246643066,4.205819332554732,1.3905868530273438,,modeled_committed_prefix_collision,global_viability_kernel_exhausted_before_hit,2,5,77,19121,playfield_boundary;pool_density_over_1000;fast_mode,True
LUN-S7-F22877-T1,post_respawn_discovery_sample,22877,154,神宝「ブリリアントドラゴンバレッタ」,176.80828857421875,432.0,59.0,up_fast,17,up_fast,125,230,-2.983691453933716,-2.983691453933716,5.0749969482421875,2.777801513671875,5.089121140503197,modeled_committed_prefix_collision,robust_action_set_exhausted_before_hit,0,22,0,,playfield_boundary;fast_mode,True
LUN-S7-F31005-T1,post_respawn_discovery_sample,31005,158,神宝「ブディストダイアモンド」,8.0,432.0,43.0,stay,1,up_right,244,33,-1.012701153755188,-1.012701153755188,12.645028099108092,1.91058349609375,10.546582532923562,modeled_committed_prefix_collision,global_viability_kernel_exhausted_before_hit,0,5,54,30951,playfield_boundary,True
LUN-S7-F41117-T1,post_respawn_discovery_sample,41117,162,神宝「サラマンダーシールド」,228.96163940429688,432.0,36.0,right_fast,129,right_fast,526,28,-2.9731080532073975,-3.3077473640441895,9.963897705078125,70.72293966456331,-3.2633163651610952,observed_laser_overlap,global_viability_kernel_exhausted_before_hit,5,5,97,41020,playfield_boundary;fast_mode,True
LUN-S7-F42459-T1,post_respawn_discovery_sample,42459,162,神宝「サラマンダーシールド」,8.0,426.95233154296875,30.0,up_right_fast,145,up_right_fast,526,32,-4.59519100189209,-4.59519100189209,-0.7153791895648212,5.617986679077148,-1.1289980123243004,observed_laser_overlap,global_viability_kernel_exhausted_before_hit,0,8,91,42368,playfield_boundary;corridor_deadline_miss;fast_mode,True
LUN-S7-F51809-T1,post_respawn_discovery_sample,51809,166,神宝「ライフスプリングインフィニティ」,376.0,432.0,17.0,up_left_fast,81,up_fast,309,52,-2.873767137527466,-2.873767137527466,7.065998097472077,0.1546630859375,-2.348642784785529,observed_laser_overlap,global_viability_kernel_exhausted_before_hit,3,7,114,51695,playfield_boundary;fast_mode,True
LUN-S7-F54631-T1,post_respawn_discovery_sample,54631,170,神宝「蓬莱の玉の枝  -夢色の郷-」,235.19183349609375,432.0,12.0,up,21,up_fast,336,0,-5.353280067443848,-5.353280067443848,10.239456176757812,2.080169677734375,,modeled_committed_prefix_collision,global_viability_kernel_exhausted_before_hit,11,22,109,54522,playfield_boundary,True
LUN-S7-F55525-T1,post_respawn_discovery_sample,55525,170,神宝「蓬莱の玉の枝  -夢色の郷-」,376.0,432.0,10.0,up,21,stay,558,0,-4.048833847045898,-4.048833847045898,14.583093203921436,2.5823974609375,,modeled_committed_prefix_collision,global_viability_kernel_exhausted_before_hit,0,6,88,55437,playfield_boundary,True
LUN-S7-F56897-T1,post_respawn_discovery_sample,56897,170,神宝「蓬莱の玉の枝  -夢色の郷-」,8.0,426.64886474609375,10.0,up_fast,17,up_fast,558,0,-1.206787347793579,-1.206787347793579,3.6558236804707516,-0.0996246337890625,,observed_bullet_overlap,global_viability_kernel_exhausted_before_hit,3,8,115,56782,playfield_boundary;fast_mode,True
LUN-S7-F58265-T1,post_respawn_discovery_sample,58265,170,神宝「蓬莱の玉の枝  -夢色の郷-」,14.503301620483398,429.96771240234375,0.0,down_right,165,down_right,584,0,-2.4108943939208984,-2.4108943939208984,,2.0139503479003906,,modeled_committed_prefix_collision,global_viability_kernel_exhausted_before_hit,2,5,96,58169,playfield_boundary,True
LUN-S7-F59327-T1,post_respawn_discovery_sample,59327,170,神宝「蓬莱の玉の枝  -夢色の郷-」,376.0,422.3431396484375,0.0,up_left_fast,81,up_left_fast,581,0,2.920361280441284,-3.2537283897399902,0.8352234440968864,-1.7357177734375,,observed_bullet_overlap,global_viability_kernel_exhausted_before_hit,3,8,95,59232,playfield_boundary;fast_mode,True
