case_id,frame,trace_index,stage_route_index,stage_label,player_x,player_y,bombs,power,observed_bomb_cost,post_hit_bomb_stock_decrease,deathbomb_requested,active_bullets,active_lasers,active_items,pipeline_clearance_at_hit,minimum_pipeline_clearance_240f,minimum_corridor_slack_240f,action_lag,action,nearest_bullet_slot,nearest_bullet_clearance,nearest_laser_slot,nearest_laser_clearance,primary_cause_class,planner_failure_class,usable_robust_warning_lead_frames,usable_viability_warning_lead_frames,viability_kernel_exhausted_at_frame,contributing_factors,spell_id,spell_name,spell_attribution_status
LUN-S0-F1692-T1,1692,0,0,Stage 1,8.0,417.85784912109375,3.0,0.0,0.0,0.0,False,214,0,8,1.063073992729187,-1.595647931098938,,1,right_fast,835,-1.31280517578125,,,observed_bullet_overlap,global_viability_kernel_exhausted_before_hit,7,238,1454,playfield_boundary;fast_mode,,,no_active_spell_at_hit
LUN-S0-F7374-T1,7374,0,0,Stage 1,371.4000244140625,432.0,3.0,33.0,0.0,0.0,False,150,0,15,-1.918035626411438,-1.918035626411438,,2,left_fast,1419,3.155303955078125,,,modeled_committed_prefix_collision,global_viability_kernel_exhausted_before_hit,6,238,7136,playfield_boundary;fast_mode,,,no_active_spell_at_hit
LUN-S1-F22025-T1,22025,0,1,Stage 2,365.2928161621094,16.0,4.0,45.0,1.0,1.0,False,164,0,0,-2.5077266693115234,-2.5077266693115234,-1.8920516967773438,3,down_left_fast,233,0.33197021484375,,,modeled_committed_prefix_collision,global_viability_kernel_exhausted_before_hit,10,117,21908,corridor_deadline_miss,,,no_active_spell_at_hit
LUN-S1-F25994-T1,25994,0,1,Stage 2,311.0419921875,432.0,3.0,54.0,0.0,0.0,False,213,0,36,-2.827502489089966,-2.827502489089966,-4.427165814691342,2,left_fast,294,-0.777557373046875,,,observed_bullet_overlap,global_viability_kernel_exhausted_before_hit,9,94,25900,playfield_boundary;corridor_deadline_miss;fast_mode,,,no_active_spell_at_hit
LUN-S1-F39081-T1,39081,0,1,Stage 2,8.0,430.3736572265625,3.0,42.0,0.0,0.0,False,760,0,12,-1.4833632707595825,-1.4833632707595825,-2.997100830078125,2,up_fast,404,2.478668212890625,,,modeled_committed_prefix_collision,global_viability_kernel_exhausted_before_hit,8,79,39002,playfield_boundary;corridor_deadline_miss,,,no_active_spell_at_hit
LUN-S2-F46623-T1,46623,0,2,Stage 3,376.0,426.3431396484375,3.0,34.0,0.0,0.0,False,339,0,99,1.4577147960662842,-2.9161434173583984,2.200034854590136,1,left,1307,-2.63330078125,,,observed_bullet_overlap,global_viability_kernel_exhausted_before_hit,6,211,46412,playfield_boundary;fast_mode,,,no_active_spell_at_hit
LUN-S2-F46929-T1,46929,0,2,Stage 3,8.0,16.0,4.0,45.0,1.0,1.0,False,329,0,0,-1.7391456365585327,-1.7391456365585327,-12.295342144686948,2,down_fast,530,0.5188694000244141,,,modeled_committed_prefix_collision,global_viability_kernel_exhausted_before_hit,3,3,46926,playfield_boundary;corridor_deadline_miss,,,no_active_spell_at_hit
LUN-S2-F47999-T1,47999,0,2,Stage 3,16.485280990600586,432.0,3.0,29.0,0.0,0.0,False,471,0,30,1.0331308841705322,-2.7835745811462402,,1,up_right,1426,-2.437164306640625,,,observed_bullet_overlap,global_viability_kernel_exhausted_before_hit,5,239,47760,playfield_boundary;fast_mode,,,no_active_spell_at_hit
LUN-S2-F52475-T1,52475,0,2,Stage 3,354.72125244140625,432.0,3.0,20.0,0.0,0.0,False,721,0,31,-2.575488328933716,-2.575488328933716,12.083771947042933,1,up,206,2.6365966796875,,,modeled_committed_prefix_collision,global_viability_kernel_exhausted_before_hit,8,147,52328,playfield_boundary,,,no_active_spell_at_hit
LUN-S2-F70536-T1,70536,0,2,Stage 3,115.40473937988281,399.55584716796875,4.0,35.0,1.0,1.0,False,254,170,10,-4.102146148681641,-4.102146148681641,8.75553949346367,2,down_right_fast,1059,3.3531494140625,104,3.16063208485874,modeled_committed_prefix_collision,global_viability_kernel_exhausted_before_hit,0,39,70497,action_lag_over_model,50,虚史「幻想郷伝説」,resolved_live_spell_state
