case_id,sample_role,frame,spell_id,spell_name,player_x,player_y,power,action,mask,issued_action_after_hit_detection,active_bullets,active_lasers,pipeline_clearance,minimum_pipeline_clearance_240f,minimum_corridor_slack_240f,nearest_bullet_clearance,nearest_laser_clearance,primary_cause_class,planner_failure_class,usable_pipeline_warning_lead_frames,usable_robust_warning_lead_frames,usable_viability_warning_lead_frames,viability_kernel_exhausted_at_frame,contributing_factors,bomb_input_verified_absent
LUN-S3-F1047-T1,canonical_fresh_attempt_causal_sample,1047,,,76.16365051269531,430.4512939453125,128.0,down_right,165,right_fast,220,0,0.6123245358467102,-0.6521560549736023,18.0,-2.0161056518554688,,observed_bullet_overlap,global_viability_kernel_exhausted_before_hit,0,0,126,921,playfield_boundary,True
LUN-S3-F2156-T1,post_respawn_discovery_sample,2156,,,19.31370735168457,432.0,122.0,down_right_fast,161,down_right_fast,363,0,-1.365240216255188,-1.365240216255188,11.344828890601384,4.623163223266602,,modeled_committed_prefix_collision,global_viability_kernel_exhausted_before_hit,0,9,70,2086,playfield_boundary;fast_mode,True
LUN-S3-F2726-T1,post_respawn_discovery_sample,2726,,,8.0,432.0,108.0,right,133,down_right,513,0,-2.2315125465393066,-2.2315125465393066,13.554713363528851,-1.561866283416748,,observed_bullet_overlap,global_viability_kernel_exhausted_before_hit,6,12,163,2563,playfield_boundary,True
LUN-S3-F4092-T1,post_respawn_discovery_sample,4092,,,17.33380889892578,432.0,95.0,down_right_fast,161,left_fast,1003,0,-1.525965929031372,-1.525965929031372,,2.2872562858562904,,modeled_committed_prefix_collision,global_viability_kernel_exhausted_before_hit,6,10,240,3852,playfield_boundary;pool_density_over_1000;fast_mode,True
LUN-S3-F8816-T1,post_respawn_discovery_sample,8816,,,349.6169738769531,421.6683349609375,81.0,left_fast,65,up_fast,767,0,-14.093963623046875,-14.093963623046875,-5.767968734630575,27.912095373247737,,modeled_committed_prefix_collision,robust_action_set_exhausted_before_hit,0,6,0,,corridor_deadline_miss;fast_mode,True
LUN-S3-F9845-T1,post_respawn_discovery_sample,9845,,,134.39093017578125,412.34405517578125,66.0,left_fast,65,left_fast,547,0,-5.003509521484375,-5.003509521484375,-1.7931399193255437,11.068122863769531,,modeled_committed_prefix_collision,global_viability_kernel_exhausted_before_hit,0,5,52,9793,corridor_deadline_miss;fast_mode,True
LUN-S3-F10478-T1,post_respawn_discovery_sample,10478,,,216.0863037109375,397.95849609375,50.0,up_fast,17,up_fast,157,0,-15.955490112304688,-15.955490112304688,7.813678801059723,7.613713770608204,,modeled_committed_prefix_collision,global_viability_kernel_exhausted_before_hit,0,0,144,10334,fast_mode,True
LUN-S3-F13035-T1,post_respawn_discovery_sample,13035,57,夢境「二重大結界」,30.27386474609375,339.676513671875,36.0,down_fast,33,down_fast,635,0,-3.213698625564575,-3.213698625564575,0.9839628916791412,-0.39043426513671875,,observed_bullet_overlap,robust_action_set_exhausted_before_hit,0,7,0,,fast_mode,True
LUN-S3-F13599-T1,post_respawn_discovery_sample,13599,57,夢境「二重大結界」,8.0,432.0,21.0,stay,5,up_fast,626,0,-0.635974109172821,-0.635974109172821,-3.5,2.3924560546875,,modeled_committed_prefix_collision,global_viability_kernel_exhausted_before_hit,0,5,40,13559,playfield_boundary;corridor_deadline_miss,True
LUN-S3-F20452-T1,post_respawn_discovery_sample,20452,61,散霊「夢想封印　寂」,311.8153381347656,404.98846435546875,15.0,left_fast,65,down_right_fast,439,0,1.7807260751724243,-5.81011962890625,-6.282910989274015,4.888153076171875,,sensor_gap_or_unmodeled_hazard,global_viability_kernel_exhausted_before_hit,6,6,40,20412,corridor_deadline_miss;fast_mode,True
LUN-S3-F22510-T1,post_respawn_discovery_sample,22510,,,8.0,430.74224853515625,4.0,up_fast,17,stay,854,0,-1.742559552192688,-1.742559552192688,8.311981321010709,2.914797023638783,,modeled_committed_prefix_collision,global_viability_kernel_exhausted_before_hit,0,6,86,22424,playfield_boundary;fast_mode,True
LUN-S3-F23079-T1,post_respawn_discovery_sample,23079,,,8.0,353.375,2.0,up,21,down_left,755,0,-1.725225567817688,-1.725225567817688,8.683012919573216,-0.04150390625,,observed_bullet_overlap,global_viability_kernel_exhausted_before_hit,0,6,193,22886,playfield_boundary,True
LUN-S3-F29457-T1,post_respawn_discovery_sample,29457,,,30.087539672851562,16.0,1.0,left_fast,65,left_fast,143,0,-0.6803657412528992,-1.6010726690292358,-22.681864843393598,-0.8838424682617188,,observed_bullet_overlap,global_viability_kernel_exhausted_before_hit,4,8,56,29401,corridor_deadline_miss;fast_mode,True
LUN-S3-F30835-T1,post_respawn_discovery_sample,30835,65,神技「八方龍殺陣」,8.0,416.0,10.0,stay,1,down_left_fast,1032,0,-1.0390676259994507,-4.52412223815918,,-3.023669719696045,,observed_bullet_overlap,global_viability_kernel_exhausted_before_hit,18,26,236,30599,playfield_boundary;pool_density_over_1000,True
LUN-S3-F31543-T1,post_respawn_discovery_sample,31543,65,神技「八方龍殺陣」,51.4644775390625,432.0,2.0,down_fast,33,down_right,1050,0,-1.4480164051055908,-2.6273040771484375,,2.3031055026725484,,modeled_committed_prefix_collision,global_viability_kernel_exhausted_before_hit,0,19,237,31306,playfield_boundary;pool_density_over_1000;fast_mode,True
LUN-S3-F32358-T1,post_respawn_discovery_sample,32358,65,神技「八方龍殺陣」,8.0,401.85784912109375,2.0,up_fast,17,up_fast,1212,0,-12.651374816894531,-12.651374816894531,,9.87753836754306,,modeled_committed_prefix_collision,global_viability_kernel_exhausted_before_hit,0,6,236,32122,playfield_boundary;pool_density_over_1000;fast_mode,True
LUN-S3-F35354-T1,post_respawn_discovery_sample,35354,,,328.38409423828125,432.0,1.0,left_fast,65,left_fast,84,0,-13.037841796875,-13.037841796875,-0.34543582961496355,15.313873291015625,,modeled_committed_prefix_collision,global_viability_kernel_exhausted_before_hit,0,0,56,35298,playfield_boundary;corridor_deadline_miss;fast_mode,True
LUN-S3-F36180-T1,post_respawn_discovery_sample,36180,,,163.88021850585938,420.686279296875,1.0,up_left_fast,81,up_fast,83,0,9.609352111816406,3.5096797943115234,-0.2269886260806402,15.092071533203125,,observed_enemy_body_overlap,global_viability_kernel_exhausted_before_hit,0,0,45,36135,corridor_deadline_miss;fast_mode;enemy_body_absent_from_action_snapshot,True
LUN-S3-F37298-T1,post_respawn_discovery_sample,37298,,,16.485280990600586,394.48828125,1.0,up_fast,17,up_fast,101,0,-13.079071044921875,-13.079071044921875,-19.138242164801476,14.439498320586534,,modeled_committed_prefix_collision,robust_action_set_exhausted_before_hit,5,5,0,,corridor_deadline_miss;fast_mode,True
LUN-S3-F38985-T1,post_respawn_discovery_sample,38985,69,回霊「夢想封印　侘」,8.0,425.98956298828125,0.0,down_left,101,up_right,583,0,-2.3862366676330566,-2.3862366676330566,,0.8619845793078474,,modeled_committed_prefix_collision,global_viability_kernel_exhausted_before_hit,0,11,202,38783,playfield_boundary,True
LUN-S3-F39657-T1,post_respawn_discovery_sample,39657,69,回霊「夢想封印　侘」,21.12635040283203,338.31573486328125,0.0,down_fast,33,down_fast,723,0,-3.676711320877075,-3.676711320877075,11.558728640675472,1.351959228515625,,modeled_committed_prefix_collision,global_viability_kernel_exhausted_before_hit,5,28,216,39441,fast_mode,True
LUN-S3-F43695-T1,post_respawn_discovery_sample,43695,73,大結界「博麗弾幕結界」,289.9163818359375,417.5042724609375,3.0,up_fast,17,up_right_fast,1274,0,1.5936095714569092,-2.6883537769317627,-6.7486936297999485,-2.198486328125,,observed_bullet_overlap,global_viability_kernel_exhausted_before_hit,5,5,55,43640,corridor_deadline_miss;pool_density_over_1000;fast_mode,True
LUN-S3-F44329-T1,post_respawn_discovery_sample,44329,73,大結界「博麗弾幕結界」,194.14601135253906,432.0,1.0,left_fast,65,left_fast,1307,0,-0.9548858404159546,-1.8825981616973877,-21.773964749115763,9.888313876925,,modeled_committed_prefix_collision,late_collision_after_positive_causal_margin,0,0,0,,playfield_boundary;corridor_deadline_miss;action_lag_over_model;pool_density_over_1000;fast_mode,True
LUN-S3-F44678-T1,post_respawn_discovery_sample,44678,73,大結界「博麗弾幕結界」,118.90623474121094,357.701171875,1.0,up_right_fast,145,up_right_fast,1020,0,-3.967730760574341,-3.967730760574341,-4.276805877685547,-1.08489990234375,,observed_bullet_overlap,global_viability_kernel_exhausted_before_hit,5,9,45,44633,corridor_deadline_miss;pool_density_over_1000;fast_mode,True
LUN-S3-F45071-T1,post_respawn_discovery_sample,45071,73,大結界「博麗弾幕結界」,109.06948852539062,385.5069580078125,0.0,down_right_fast,161,down_right_fast,1216,0,-1.7744275331497192,-1.7744275331497192,-1.9153739239091507,4.6824951171875,,modeled_committed_prefix_collision,global_viability_kernel_exhausted_before_hit,0,5,76,44995,corridor_deadline_miss;pool_density_over_1000;fast_mode,True
