case_id,frame,trace_index,stage_route_index,stage_label,player_x,player_y,bombs,power,observed_bomb_cost,post_hit_bomb_stock_decrease,deathbomb_requested,active_bullets,active_lasers,active_items,pipeline_clearance_at_hit,minimum_pipeline_clearance_240f,minimum_corridor_slack_240f,action_lag,action,nearest_bullet_slot,nearest_bullet_clearance,nearest_laser_slot,nearest_laser_clearance,primary_cause_class,planner_failure_class,usable_robust_warning_lead_frames,usable_viability_warning_lead_frames,viability_kernel_exhausted_at_frame,contributing_factors,spell_id,spell_name,spell_attribution_status
LUN-S0-F1096-T1,1096,0,0,Stage 1,8.0,432.0,3.0,1.0,0.0,0.0,False,265,0,2,-1.3016445636749268,-1.3016445636749268,,3,up,405,-0.9731264114379883,,,observed_bullet_overlap,global_viability_kernel_exhausted_before_hit,16,239,857,playfield_boundary;fast_mode,,,no_active_spell_at_hit
LUN-S0-F6873-T1,6873,0,0,Stage 1,362.63568115234375,432.0,3.0,3.0,0.0,0.0,False,259,0,7,-1.8948415517807007,-1.8948415517807007,-42.21530672909236,2,up_left_fast,130,3.03411865234375,,,modeled_committed_prefix_collision,global_viability_kernel_exhausted_before_hit,3,230,6643,playfield_boundary;corridor_deadline_miss;fast_mode,,,no_active_spell_at_hit
LUN-S0-F18423-T1,18423,0,0,Stage 1,33.63481521606445,419.66424560546875,3.0,4.0,0.0,0.0,False,282,0,3,0.839855968952179,-3.320199489593506,5.4916229248046875,2,stay,1469,-2.353687286376953,,,observed_bullet_overlap,robust_action_set_exhausted_before_hit,3,0,,fast_mode,,,no_active_spell_at_hit
LUN-S1-F21991-T1,21991,0,1,Stage 2,8.0,409.00927734375,3.0,16.0,0.0,0.0,False,136,0,17,-3.899646043777466,-3.899646043777466,-11.166720390319824,3,up,160,1.218475341796875,,,modeled_committed_prefix_collision,global_viability_kernel_exhausted_before_hit,11,22,21969,playfield_boundary;corridor_deadline_miss;fast_mode,,,no_active_spell_at_hit
LUN-S1-F23537-T1,23537,0,1,Stage 2,8.0,432.0,3.0,6.0,0.0,0.0,False,129,0,13,-2.2731075286865234,-2.2731075286865234,-10.663666230474693,4,down_left,36,2.8340685853378615,,,modeled_committed_prefix_collision,global_viability_kernel_exhausted_before_hit,5,64,23473,playfield_boundary;corridor_deadline_miss;fast_mode,,,no_active_spell_at_hit
LUN-S1-F23967-T1,23967,0,1,Stage 2,376.0,157.95631408691406,3.0,0.0,0.0,0.0,False,413,0,0,-3.6898550987243652,-3.6898550987243652,2.530327558517456,4,left_fast,979,4.6919403076171875,,,modeled_committed_prefix_collision,global_viability_kernel_exhausted_before_hit,11,72,23895,playfield_boundary,,,no_active_spell_at_hit
LUN-S1-F24646-T1,24646,0,1,Stage 2,376.0,432.0,3.0,0.0,0.0,0.0,False,260,0,19,-1.699773907661438,-1.699773907661438,-22.16963439799197,2,up_fast,577,5.33527602555863,,,modeled_committed_prefix_collision,global_viability_kernel_exhausted_before_hit,3,76,24570,playfield_boundary;corridor_deadline_miss;fast_mode,,,no_active_spell_at_hit
LUN-S1-F26161-T1,26161,0,1,Stage 2,376.0,417.85784912109375,3.0,2.0,0.0,0.0,False,243,0,108,-17.342437744140625,-17.342437744140625,-0.00099945068359375,3,up_fast,810,26.470123291015625,,,modeled_committed_prefix_collision,global_viability_kernel_exhausted_before_hit,0,136,26025,playfield_boundary;corridor_deadline_miss,,,no_active_spell_at_hit
LUN-S2-F46963-T1,46963,0,2,Stage 3,376.0,432.0,4.0,23.0,1.0,1.0,False,345,0,93,-2.005297899246216,-16.702423095703125,,2,down_left_fast,1100,-0.269927978515625,,,observed_bullet_overlap,global_viability_kernel_exhausted_before_hit,39,238,46725,playfield_boundary;fast_mode,,,no_active_spell_at_hit
LUN-S2-F47648-T1,47648,0,2,Stage 3,371.1209716796875,432.0,3.0,10.0,0.0,0.0,False,462,0,0,-1.0838196277618408,-3.6905875205993652,2.6902265548706055,2,up_fast,1379,-3.344207763671875,,,observed_bullet_overlap,global_viability_kernel_exhausted_before_hit,6,230,47418,playfield_boundary,,,no_active_spell_at_hit
LUN-S2-F52782-T1,52782,0,2,Stage 3,345.0682373046875,432.0,3.0,7.0,0.0,0.0,False,805,0,0,-2.4275879859924316,-2.4275879859924316,8.508418141075229,3,left_fast,246,1.91522216796875,,,modeled_committed_prefix_collision,global_viability_kernel_exhausted_before_hit,4,195,52587,playfield_boundary;fast_mode,,,no_active_spell_at_hit
LUN-S2-F53105-T1,53105,0,2,Stage 3,8.0,404.686279296875,3.0,1.0,0.0,0.0,False,308,0,27,-3.3721680641174316,-3.3721680641174316,2.5529506964819184,3,up_fast,386,0.4978752136230469,,,modeled_committed_prefix_collision,global_viability_kernel_exhausted_before_hit,12,21,53084,playfield_boundary;fast_mode,,,no_active_spell_at_hit
LUN-S2-F53706-T1,53706,0,2,Stage 3,8.0,423.12109375,3.0,1.0,0.0,0.0,False,463,0,18,-1.7638733386993408,-1.7638733386993408,9.139315776841133,2,down_left,511,1.31927490234375,,,modeled_committed_prefix_collision,global_viability_kernel_exhausted_before_hit,10,149,53557,playfield_boundary,,,no_active_spell_at_hit
LUN-S2-F61238-T1,61238,0,2,Stage 3,17.758075714111328,423.51470947265625,5.0,33.0,2.0,2.0,False,238,0,33,-0.09572143852710724,-2.6940417289733887,3.8106674690320617,2,left_fast,1094,-2.3476295471191406,,,observed_bullet_overlap,global_viability_kernel_exhausted_before_hit,12,146,61092,,38,始符「エフェメラリティ137」,resolved_live_spell_state
LUN-S3-F73404-T1,73404,0,3,Stage 4A / Reimu,367.51470947265625,432.0,3.0,43.0,0.0,0.0,False,129,0,14,-1.5371887683868408,-1.5371887683868408,6.832353830337524,2,left,276,1.7850341796875,,,modeled_committed_prefix_collision,global_viability_kernel_exhausted_before_hit,6,67,73337,playfield_boundary,,,no_active_spell_at_hit
LUN-S3-F73746-T1,73746,0,3,Stage 4A / Reimu,376.0,413.15185546875,3.0,31.0,0.0,0.0,False,222,0,18,-3.053790330886841,-3.053790330886841,-2.7272759378891287,3,left_fast,1438,1.28826904296875,,,modeled_committed_prefix_collision,global_viability_kernel_exhausted_before_hit,4,39,73707,playfield_boundary;corridor_deadline_miss;fast_mode,,,no_active_spell_at_hit
LUN-S3-F75233-T1,75233,0,3,Stage 4A / Reimu,8.0,372.9862060546875,3.0,17.0,0.0,0.0,False,517,0,2,-2.7777671813964844,-2.7777671813964844,,2,up_fast,83,7.554656982421875,,,modeled_committed_prefix_collision,global_viability_kernel_exhausted_before_hit,3,239,74994,playfield_boundary;fast_mode,,,no_active_spell_at_hit
LUN-S3-F76542-T1,76542,0,3,Stage 4A / Reimu,376.0,432.0,3.0,6.0,0.0,0.0,False,995,0,0,-3.3039608001708984,-3.3039608001708984,,4,stay,496,2.797454833984375,,,modeled_committed_prefix_collision,global_viability_kernel_exhausted_before_hit,16,160,76382,playfield_boundary,,,no_active_spell_at_hit
LUN-S3-F76930-T1,76930,0,3,Stage 4A / Reimu,42.834861755371094,432.0,3.0,0.0,0.0,0.0,False,1458,0,12,-3.0387167930603027,-3.0387167930603027,,4,right,479,5.979766845703125,,,modeled_committed_prefix_collision,global_viability_kernel_exhausted_before_hit,9,84,76846,playfield_boundary;pool_density_over_1000;fast_mode,,,no_active_spell_at_hit
LUN-S3-F81842-T1,81842,0,3,Stage 4A / Reimu,8.0,432.0,3.0,3.0,0.0,0.0,False,583,0,7,0.33718228340148926,-9.4302978515625,0.65234375,4,up_right_fast,725,4.814431651460355,,,sensor_gap_or_unmodeled_hazard,global_viability_kernel_exhausted_before_hit,10,164,81678,playfield_boundary,,,no_active_spell_at_hit
LUN-S3-F82712-T1,82712,0,3,Stage 4A / Reimu,35.7544059753418,401.5347900390625,4.0,8.0,1.0,1.0,False,181,0,0,-1.165960431098938,-2.4456844329833984,,2,down_left,814,3.33978271484375,,,modeled_committed_prefix_collision,global_viability_kernel_exhausted_before_hit,0,127,82585,fast_mode,,,no_active_spell_at_hit
LUN-S3-F84275-T1,84275,0,3,Stage 4A / Reimu,376.0,432.0,3.0,0.0,0.0,0.0,False,590,0,45,-3.3737545013427734,-3.3737545013427734,-4.375872850418091,2,up_left_fast,469,2.13458251953125,,,modeled_committed_prefix_collision,global_viability_kernel_exhausted_before_hit,3,45,84230,playfield_boundary;corridor_deadline_miss;fast_mode,57,夢境「二重大結界」,resolved_live_spell_state
LUN-S3-F84661-T1,84661,0,3,Stage 4A / Reimu,376.0,432.0,3.0,0.0,0.0,0.0,False,592,0,0,-3.3429012298583984,-3.3429012298583984,2.5831756591796875,3,up_left_fast,373,4.512940747459748,,,modeled_committed_prefix_collision,global_viability_kernel_exhausted_before_hit,7,37,84624,playfield_boundary;fast_mode,57,夢境「二重大結界」,resolved_live_spell_state
LUN-S3-F85425-T1,85425,0,3,Stage 4A / Reimu,335.57061767578125,375.51470947265625,3.0,1.0,0.0,0.0,False,590,0,0,-2.8219056129455566,-2.8219056129455566,-1.366341413874295,2,up_fast,1255,-0.07061767578125,,,observed_bullet_overlap,late_collision_after_positive_causal_margin,0,0,,corridor_deadline_miss;fast_mode,57,夢境「二重大結界」,resolved_live_spell_state
LUN-S3-F89015-T1,89015,0,3,Stage 4A / Reimu,274.91973876953125,432.0,3.0,1.0,0.0,0.0,False,213,0,5,-2.3241324424743652,-2.3241324424743652,7.428924560546875,2,up_fast,1070,0.14105224609375,,,modeled_committed_prefix_collision,global_viability_kernel_exhausted_before_hit,11,118,88897,playfield_boundary;fast_mode,,,no_active_spell_at_hit
LUN-S3-F89784-T1,89784,0,3,Stage 4A / Reimu,8.0,432.0,4.0,10.0,1.0,1.0,False,462,0,0,-2.528409481048584,-2.528409481048584,1.721881693584649,2,up_left_fast,1078,5.87441496491672,,,modeled_committed_prefix_collision,global_viability_kernel_exhausted_before_hit,3,69,89715,playfield_boundary;fast_mode,,,no_active_spell_at_hit
LUN-S3-F94890-T1,94890,0,3,Stage 4A / Reimu,65.35043334960938,432.0,3.0,1.0,0.0,0.0,False,797,0,3,-1.3932983875274658,-1.3932983875274658,-5.907044892391411,3,left_fast,614,1.8047465458367797,,,modeled_committed_prefix_collision,global_viability_kernel_exhausted_before_hit,4,169,94721,playfield_boundary;corridor_deadline_miss;fast_mode,,,no_active_spell_at_hit
LUN-S3-F95779-T1,95779,0,3,Stage 4A / Reimu,340.31536865234375,432.0,3.0,6.0,0.0,0.0,False,655,0,13,-1.7826721668243408,-16.544281005859375,,4,left,1268,0.758148193359375,,,modeled_committed_prefix_collision,global_viability_kernel_exhausted_before_hit,25,237,95542,playfield_boundary;fast_mode,,,no_active_spell_at_hit
LUN-S3-F103925-T1,103925,0,3,Stage 4A / Reimu,131.1956024169922,400.6566162109375,3.0,2.0,0.0,0.0,False,1160,0,42,-21.06658935546875,-21.06658935546875,,3,up_right_fast,24,13.550556899799375,,,observed_enemy_body_overlap,global_viability_kernel_exhausted_before_hit,0,239,103686,pool_density_over_1000;enemy_body_absent_from_action_snapshot,65,神技「八方龍殺陣」,resolved_live_spell_state
LUN-S3-F104574-T1,104574,0,3,Stage 4A / Reimu,52.91534423828125,425.91888427734375,3.0,0.0,0.0,0.0,False,1148,0,24,-29.594940185546875,-29.594940185546875,,4,left_fast,149,9.85008399837674,,,observed_enemy_body_overlap,global_viability_kernel_exhausted_before_hit,33,238,104336,pool_density_over_1000;fast_mode,65,神技「八方龍殺陣」,resolved_live_spell_state
LUN-S3-F108644-T1,108644,0,3,Stage 4A / Reimu,376.0,408.0,3.0,0.0,0.0,0.0,False,64,0,1,-4.5308837890625,-5.786041259765625,14.29966425895691,2,up_left_fast,669,11.428558349609375,,,modeled_committed_prefix_collision,global_viability_kernel_exhausted_before_hit,16,95,108549,playfield_boundary;fast_mode,,,no_active_spell_at_hit
LUN-S3-F110057-T1,110057,0,3,Stage 4A / Reimu,16.485280990600586,432.0,3.0,0.0,0.0,0.0,False,129,0,0,-1.9180785417556763,-20.300689697265625,,2,down_fast,491,11.677032470703125,,,modeled_committed_prefix_collision,global_viability_kernel_exhausted_before_hit,3,225,109832,playfield_boundary;fast_mode,,,no_active_spell_at_hit
LUN-S3-F112533-T1,112533,0,3,Stage 4A / Reimu,8.0,339.2281494140625,3.0,0.0,0.0,0.0,False,681,0,120,-6.860415458679199,-6.860415458679199,8.217173674059229,4,up_fast,1212,-0.7626953125,,,observed_bullet_overlap,global_viability_kernel_exhausted_before_hit,26,157,112376,playfield_boundary;fast_mode,69,回霊「夢想封印　侘」,resolved_live_spell_state
